8.000000e-01 0.000000e+00
7.970232e-01 -6.520574e-02
7.881279e-01 -1.297364e-01
7.733931e-01 -1.932136e-01
7.529322e-01 -2.552540e-01
7.268940e-01 -3.154655e-01
6.954636e-01 -3.734460e-01
6.588632e-01 -4.287827e-01
6.173530e-01 -4.810539e-01
5.712321e-01 -5.298322e-01
5.208384e-01 -5.746908e-01
4.665486e-01 -6.152103e-01
4.087770e-01 -6.509885e-01
3.479732e-01 -6.816505e-01
2.846195e-01 -7.068601e-01
2.192266e-01 -7.263308e-01
1.523286e-01 -7.398363e-01
8.447729e-02 -7.472190e-01
1.623529e-02 -7.483970e-01
-5.183081e-02 -7.433676e-01
-1.191579e-01 -7.322080e-01
-1.851933e-01 -7.150732e-01
-2.494022e-01 -6.921903e-01
-3.112730e-01 -6.638506e-01
-3.703236e-01 -6.304004e-01
-4.261054e-01 -5.922294e-01
-4.782070e-01 -5.497597e-01
-5.262565e-01 -5.034346e-01
-5.699229e-01 -4.537089e-01
-6.089170e-01 -4.010399e-01
-6.429911e-01 -3.458806e-01
-6.719385e-01 -2.886748e-01
-6.955922e-01 -2.298539e-01
-7.138241e-01 -1.698356e-01
-7.265437e-01 -1.090246e-01
-7.336965e-01 -4.781364e-02
-7.352637e-01 1.341376e-02
-7.312610e-01 7.428001e-02
-7.217385e-01 1.344103e-01
-7.067803e-01 1.934293e-01
-6.865050e-01 2.509587e-01
-6.610660e-01 3.066149e-01
-6.306516e-01 3.600092e-01
-5.954862e-01 4.107475e-01
-5.558300e-01 4.584334e-01
-5.119793e-01 5.026714e-01
-4.642666e-01 5.430730e-01
-4.130587e-01 5.792633e-01
-3.587560e-01 6.108893e-01
-3.017898e-01 6.376284e-01
-2.426189e-01 6.591984e-01
-1.817258e-01 6.753654e-01
-1.196116e-01 6.859528e-01
-5.679100e-02 6.908467e-01
6.214336e-03 6.900013e-01
6.888153e-02 6.834407e-01
1.306932e-01 6.712584e-01
1.911433e-01 6.536147e-01
2.497438e-01 6.307316e-01
3.060288e-01 6.028857e-01
3.595604e-01 5.704000e-01
4.099315e-01 5.336347e-01
4.567694e-01 4.929776e-01
4.997376e-01 4.488356e-01
5.385373e-01 4.016265e-01
5.729080e-01 3.517715e-01
6.026277e-01 2.996905e-01
6.275122e-01 2.457974e-01
6.474149e-01 1.904982e-01
6.622257e-01 1.341892e-01
6.718702e-01 7.725802e-02
6.763090e-01 2.008386e-02
6.755371e-01 -3.696023e-02
6.695832e-01 -9.350537e-02
6.585094e-01 -1.491847e-01
6.424115e-01 -2.036313e-01
6.214187e-01 -2.564770e-01
5.956937e-01 -3.073517e-01
5.654333e-01 -3.558837e-01
5.308681e-01 -4.017016e-01
4.922624e-01 -4.444372e-01
4.499139e-01 -4.837293e-01
4.041524e-01 -5.192299e-01
3.553391e-01 -5.506098e-01
3.038636e-01 -5.775665e-01
2.501419e-01 -5.998311e-01
1.946126e-01 -6.171762e-01
1.377329e-01 -6.294227e-01
7.997380e-02 -6.364453e-01
2.181528e-02 -6.381771e-01
-3.625947e-02 -6.346124e-01
-9.376954e-02 -6.258069e-01
-1.502418e-01 -6.118767e-01
-2.052165e-01 -5.929947e-01
-2.582518e-01 -5.693856e-01
-3.089287e-01 -5.413197e-01
-3.568546e-01 -5.091054e-01
-4.016664e-01 -4.730818e-01
-4.430331e-01 -4.336108e-01
-4.806575e-01 -3.910700e-01
-5.142771e-01 -3.458462e-01
-5.436652e-01 -2.983300e-01
-5.686304e-01 -2.489115e-01
-5.890170e-01 -1.979774e-01
-6.047042e-01 -1.459089e-01
-6.156056e-01 -9.308112e-02
-6.216690e-01 -3.986295e-02
-6.228752e-01 1.338208e-02
-6.192384e-01 6.629467e-02
-6.108050e-01 1.185185e-01
-5.976540e-01 1.696990e-01
-5.798968e-01 2.194824e-01
-5.576768e-01 2.675158e-01
-5.311696e-01 3.134474e-01
-5.005830e-01 3.569277e-01
-4.661561e-01 3.976124e-01
-4.281594e-01 4.351659e-01
-3.868932e-01 4.692650e-01
-3.426865e-01 4.996050e-01
-2.958952e-01 5.259049e-01
-2.468994e-01 5.479142e-01
