# omega0=1, alpha=0.05
# theta0=0.8, theta_dot0=0
# t_start=0, t_end=200, h=0.00911928
#   t          theta(t)                 thetadot(t)       
5.745147668393503e+00 4.997375720719160e-01 4.488356273745325e-01
5.836340488526734e+00 5.385372985732628e-01 4.016264521258784e-01
5.927533308659964e+00 5.729080460072931e-01 3.517714896562468e-01
6.018726128793194e+00 6.026277061094600e-01 2.996904703781046e-01
6.109918948926424e+00 6.275122112678708e-01 2.457974158471774e-01
6.201111769059654e+00 6.474148893185300e-01 1.904981516966410e-01
6.292304589192884e+00 6.622256566149325e-01 1.341892221120990e-01
6.383497409326115e+00 6.718701690500527e-01 7.725801610202267e-02
6.474690229459345e+00 6.763090306029027e-01 2.008385773950607e-02
6.565883049592575e+00 6.755371344765294e-01 -3.696022620039312e-02
6.657075869725805e+00 6.695831846488206e-01 -9.350536954376178e-02
6.748268689859035e+00 6.585094171108542e-01 -1.491846764326547e-01
6.839461509992265e+00 6.424115114664368e-01 -2.036312872059808e-01
6.930654330125495e+00 6.214186560366740e-01 -2.564769924811253e-01
7.021847150258726e+00 5.956937042474643e-01 -3.073516576482394e-01
7.113039970391956e+00 5.654333380117921e-01 -3.558836772728539e-01
7.204232790525186e+00 5.308681362739752e-01 -4.017016223156212e-01
7.295425610658416e+00 4.922624351531313e-01 -4.444371721366115e-01
7.386618430791646e+00 4.499138614945603e-01 -4.837293387210246e-01
7.477811250924876e+00 4.041524252430836e-01 -5.192298951550067e-01
7.569004071058107e+00 3.553390686690209e-01 -5.506098192253452e-01
7.660196891191337e+00 3.038635922997305e-01 -5.775664637425310e-01
7.751389711324567e+00 2.501419078375614e-01 -5.998310774598014e-01
7.842582531457797e+00 1.946126058417855e-01 -6.171762349414522e-01
7.933775351591027e+00 1.377328680209998e-01 -6.294227005173445e-01
8.024968171724257e+00 7.997379730174579e-02 -6.364452582390875e-01
8.116160991857488e+00 2.181527956299243e-02 -6.381770900601647e-01
8.207353811990718e+00 -3.625947487337294e-02 -6.346123764262946e-01
8.298546632123948e+00 -9.376953772198887e-02 -6.258069194450846e-01
8.389739452257178e+00 -1.502418332988792e-01 -6.118767361203676e-01
8.480932272390408e+00 -2.052164914832788e-01 -5.929947218032561e-01
8.572125092523638e+00 -2.582518171073979e-01 -5.693856251995429e-01
8.663317912656868e+00 -3.089287372923069e-01 -5.413196909438517e-01
8.754510732790099e+00 -3.568546245462437e-01 -5.091054029124206e-01
8.845703552923329e+00 -4.016664348332861e-01 -4.730817955589552e-01
8.936896373056559e+00 -4.430331423481980e-01 -4.336107918635796e-01
9.028089193189789e+00 -4.806574927022547e-01 -3.910699802981265e-01
9.119282013323019e+00 -5.142771306018403e-01 -3.458461684475144e-01
9.210474833456249e+00 -5.436651847615166e-01 -2.983299582741312e-01
9.301667653589480e+00 -5.686304105979644e-01 -2.489114881556098e-01
9.392860473722710e+00 -5.890169999818491e-01 -1.979773890522219e-01
9.484053293855940e+00 -6.047041675109384e-01 -1.459089135056871e-01
9.575246113989170e+00 -6.156056154660375e-01 -9.308112114653774e-02
9.666438934122400e+00 -6.216689661799064e-01 -3.986294517285843e-02
9.757631754255630e+00 -6.228752324581743e-01 1.338207877384718e-02
9.848824574388860e+00 -6.192383753859551e-01 6.629466755598175e-02
9.940017394522091e+00 -6.108049756808199e-01 1.185184890720903e-01
1.003121021465532e+01 -5.976540209392578e-01 1.696989648260340e-01
1.012240303478855e+01 -5.798967877980020e-01 2.194824257019405e-01
1.021359585492178e+01 -5.576767762645481e-01 2.675158472362783e-01
1.030478867505501e+01 -5.311696343189032e-01 3.134473561853939e-01
1.039598149518824e+01 -5.005829954169703e-01 3.569276539488576e-01
1.048717431532147e+01 -4.661561408013388e-01 3.976124446240986e-01
1.057836713545470e+01 -4.281593935619187e-01 4.351658871662392e-01
1.066955995558793e+01 -3.868931530507675e-01 4.692650146455301e-01
1.076075277572116e+01 -3.426864871205924e-01 4.996049829054390e-01
1.085194559585439e+01 -2.958952158621752e-01 5.259049316997493e-01
1.094313841598762e+01 -2.468994436146314e-01 5.479141707068770e-01
1.103433123612085e+01 -1.961005248811487e-01 5.654183484808201e-01
1.112552405625408e+01 -1.439174825637507e-01 5.782452318708680e-01
1.121671687638731e+01 -9.078293117676238e-02 5.862697226172053e-01
1.130790969652054e+01 -3.713859053538560e-02 5.894177697879543e-01
1.139910251665377e+01 1.656949614721189e-02 5.876689008064553e-01
1.149029533678700e+01 6.989590452662706e-02 5.810571852538979e-01
1.158148815692023e+01 1.224007845089623e-01 5.696705558774942e-01
1.167268097705346e+01 1.736546799677020e-01 5.536485290287837e-01
1.176387379718669e+01 2.232430731006578e-01 5.331784797259138e-01
1.185506661731992e+01 2.707705324486628e-01 5.084907230187705e-01
1.194625943745315e+01 3.158643699973266e-01 4.798527240790101e-01
1.203745225758638e+01 3.581777442301656e-01 4.475627987879515e-01
1.212864507771961e+01 3.973921795318908e-01 4.119436730262328e-01
1.221983789785284e+01 4.332195050337551e-01 3.733362447600830e-01
1.231103071798607e+01 4.654032452936444e-01 3.320938438383507e-01
1.240222353811930e+01 4.937195191522549e-01 2.885772175334360e-01
1.249341635825254e+01 5.179775204537315e-01 2.431503932796627e-01
1.258460917838577e+01 5.380196645300814e-01 1.961774913013000e-01
1.267580199851900e+01 5.537214875208435e-01 1.480204851185424e-01
1.276699481865223e+01 5.649913823239975e-01 9.903784182813202e-02
1.285818763878546e+01 5.717702461777817e-01 4.958391940258456e-02
1.294938045891869e+01 5.740311016697631e-01 8.956369420063184e-06
1.304057327905192e+01 5.717787365409993e-01 -4.934053964878131e-02
1.313176609918515e+01 5.650493891691493e-01 -9.812121435373551e-02
1.322295891931838e+01 5.539104871919226e-01 -1.459923143691688e-01
1.331415173945161e+01 5.384604274262840e-01 -1.926153673768164e-01
1.340534455958484e+01 5.188283670529509e-01 -2.376542845080724e-01
1.349653737971807e+01 4.951739799377996e-01 -2.807760466075329e-01
1.358773019985130e+01 4.676871188910532e-01 -3.216520977665356e-01
1.367892301998453e+01 4.365873155187701e-01 -3.599605218219130e-01
1.377011584011776e+01 4.021230449130623e-01 -3.953890215770877e-01
1.386130866025099e+01 3.645706834175798e-01 -4.276386585025410e-01
1.395250148038422e+01 3.242330945043390e-01 -4.564282459111308e-01
1.404369430051745e+01 2.814377904642233e-01 -4.814992255285692e-01
1.413488712065068e+01 2.365346357533100e-01 -5.026208013599853e-01
1.422607994078391e+01 1.898930805436183e-01 -5.195950615860553e-01
1.431727276091714e+01 1.418989388719634e-01 -5.322617943991880e-01
1.440846558105037e+01 9.295075288216777e-02 -5.405027015326256e-01
